,title,case_id,top5
799,Mount Lemmon Fire Dist. v. John Guido,800,"heritage, corporation, agent, rosenkranz, employer"
800,Muehler v. Mena,801,"jury, company1111, search, phillips, hoffman"
801,Muhammad v. Close,802,"beckwith, casey, heck, sixth, prison"
802,Munaf v. Geren,803,"margulies, reporting, garre, united, habeas"
803,Murphy v. Smith,804,"percent, banner, heritage, fees, corporation"
804,Murr v. Wisconsin,805,"lot, groen, property, lots, look"
805,Musacchio v. United States,806,"jaffe, jury, martinez, indictment, limitations"
806,Mutual Pharmaceutical Co. v. Bartlett,807,"reporting, warning, drug, fda, frederick"
807,"M_G Polymers USA, LLC v. Tackett",808,"contract, benefits, agreement, clark, interpretation"
808,NASA v. Nelson,809,"katyal, stormer, information, questions, form"
809,National Assn. of Home Builders v. Defenders of Wildlife,810,"epa, species, glitzenstein, kneedler, agreement"
810,National Assn. of Mfrs. v. Department of Defense,811,"heritage, kovner, limitation, corporation, limitations"
811,National Cable _ Telecommunications Assn. v. Brand X Internet Services,812,"service, telecommunications, company1111, information, hungar"
812,"National Cable _ Telecommunications Assn., Inc. v. Gulf Power Co.",813,"cable, steindler, service, rate, inc"
813,National Federation of Independent Business v. Sebelius,814,"kneedler, provision, provisions, clement, coverage"
814,National Institute of Family and Life Advocates v. Becerra,815,"heritage, corporation, klein, farris, women"
815,National Meat Assn. v. Harris,816,"animals, scope, smith, slaughterhouse, nonambulatory"
816,National Park Hospitality Assn. v. Department of Interior,817,"geller, contracts, contract, elwood, 4th"
817,National Railroad Passenger Corporation v. Morgan,818,"englert, price, days, hostile, environment"
818,"Nautilus, Inc. v. Biosig Instruments, Inc.",819,"patent, harris, vandenberg, construction, reasonable"
819,Nebraska v. Parker,820,"reservation, tribe, smith, authority, clement"
820,Negusie v. Mukasey,821,"pincus, katsas, fedorenko, persecution, language"
821,Nelson v. Campbell,822,"newsom, stevenson, reporting, inc, execution"
822,Nelson v. Colorado,823,"money, banner, yarger, colorado, conviction"
823,Nevada Comm_n on Ethics v. Carrigan,824,"elwood, rosenkranz, amendment, relationship, commission"
824,Nevada Dept. of Human Resources v. Hibbs,825,"taggart, discrimination, women, family, equal"
825,Nevada v. Hicks,826,"tribal, howle, anaya, inc, fourteenth"
826,New Hampshire v. Maine,827,"decree, river, line, hampshire, boundary"
827,New Jersey v. Delaware,828,"new, jersey, riparian, frederick, farr"
828,New Prime Inc. v. Oliveira,829,"employment, heritage, contract, corporation, independent"
829,"New Process Steel, L. P. v. NLRB",830,"board, members, richie, group, katyal"
830,"New York State Board of Elections, ET AL. v. Margarita Lopez Torres, ET AL.",831,"party, schwarz, reporting, election, delegates"
831,New York Times Co. v. Tasini,832,"article, gold, inc, fourteenth, depo"
832,New York v. FERC,833,"transmission, ferc, retail, jurisdiction, sale"
833,Nichols v. United States,834,"gannon, jurisdiction, kansas, hansmeier, involved"
834,Nielsen v. Preap,835,"tripp, heritage, corporation, wang, custody"
835,Nijhawan v. Holder,836,"reporting, loss, gannon, offense, fraud"
836,"Nike, Inc. v. Kasky",837,"hoeber, california, tribe, speech, 4th"
837,Nixon v. Missouri Municipal League,838,"strauss, entity, reporting, inc, private"
838,Nken v. Mukasey,839,"stay, standard, removal, harrison, order"
839,NLRB v. Canning,840,"recess, senate, verrilli, president, session"
840,"NLRB v. Kentucky River Community Care, Inc.",841,"hawkins, board, judgment, fourteenth, depo"
841,"NLRB v. SW General, Inc.",842,"reporting, president, dvoretzky, person, interpretation"
842,Norfolk Shipbuilding _ Drydock Corp. v. Garris,843,"odonnell, ferrini, maritime, death, reporting"
843,Norfolk Southern R. Co. v. Sorrell,844,"cause, negligence, instruction, proximate, phillips"
844,Norfolk _ Western R. Co. v. Ayers,845,"cancer, lazarus, asbestosis, phillips, fear"
845,North Carolina State Bd. of Dental Examiners v. FTC,846,"board, mooppan, private, stewart, dentists"
846,Northern Ins. Co. of N. Y. v. Chatham County,847,"immunity, sovereign, county, hart, counties"
847,Northwest Austin Municipal Util. Dist. No. One v. Holder,848,"coleman, section, jurisdictions, discrimination, katyal"
848,"Northwest, Inc. v. Ginsberg",849,"contract, rosenbaum, covenant, parties, airline"
849,Norton v. Southern Utah Wilderness Alliance,850,"agency, action, kneedler, smith, inc"
850,"NRG Power Marketing, LLC v. Maine Pub. Util. Comm’n",851,"contract, standard, parties, blumenthal, rate"
851,OBB Personenverkehr AG v. Sachs,852,"united, fisher, basombrio, jurisdiction, commercial"
852,Obergefell v. Hodges,853,"marriage, hallwarddriemeier, whalen, recognize, marriages"
853,Ocasio v. United States,854,"conspiracy, davis, kedem, extortion, property"
854,"Octane Fitness, LLC v. Icon Health _ Fitness, Inc.",855,"phillips, patent, litigation, standard, injustice"
855,Office of Independent Counsel v. Favish,856,"privacy, favish, interest, inc, millett"
856,Office of Sen. Mark Dayton v. Hanson,857,"legislative, manning, office, speech, senator"
857,Ohio v. American Express Co.,858,"heritage, market, corporation, price, chesler"
858,Ohio v. Clark,859,"fisher, child, teacher, ohio, meyer"
859,"Oil States Energy Services, LLC v. Greene_s Energy Group, LLC",860,"patent, heritage, corporation, stewart, gorsuch"
860,Olympic Airways v. Husain,861,"accident, harakas, passenger, inc, convention"
861,"Omnicare, Inc. v. Laborers Dist. Council Constr. Industry Pension Fund",862,"statement, basis, opinion, reasonable, shanmugam"
862,"Oneok, Inc. v. Learjet, Inc.",863,"ferc, wholesale, retail, katyal, preemption"
863,Ontario v. Quon,864,"dammeier, privacy, messages, expectation, policy"
864,Oregon v. Guzek,865,"wolf, oregon, jury, williams, supreme"
865,Oregon v. Ice,866,"jury, lannet, reporting, judge, sentence"
866,Orff v. United States,867,"united, suit, contract, page, water"
867,Ortiz v. Jordan,868,"judgment, mills, trial, mizer, summary"
868,Osborn v. Haley,869,"scope, grant, reporting, employment, hallwarddriemeier"
869,Overton v. Bazzetta,870,"labelle, casey, floor, prison, children"
870,Owasso Independent School Dist. No. I-011 v. Falvo,871,"teacher, record, grade, wright, student"
871,Oxford Health Plans LLC v. Sutter,872,"arbitrator, class, arbitration, katz, reporting"
872,Pace v. DiGuglielmo,873,"wycoff, eisenberg, petition, pennsylvania, exceptions"
873,"Pacific Bell Telephone Co. v. linkLine Communications, Inc.",874,"price, duty, blecher, deal, squeeze"
874,"Pacific Operators Offshore, LLP v. Valladolid",875,"shelf, clement, longshore, workers, frederick"
875,"Pacificare Health Systems, Inc. v. Book",876,"whatley, arbitration, arbitrator, damages, floor"
876,Packingham v. North Carolina,877,"goldberg, montgomery, amendment, sites, facebook"
877,Padilla v. Kentucky,878,"defendant, lawyer, kinnaird, consequences, counsel"
878,Palazzolo v. Rhode Island,879,"burling, property, inc, fourteenth, depo"
879,Panetti v. Quarterman,880,"wiercioch, cruz, ford, panetti, petition"
880,Parents Involved in Community Schools v. Seattle School District,881,"school, schools, madden, korrell, race"
881,Paroline v. United States,882,"cassell, dreeben, restitution, amount, defendant"
882,Pasquantino v. United States,883,"dreeben, tax, foreign, revenue, brill"
883,Patchak v. Zinke,884,"heritage, corporation, gant, oconnell, jurisdiction"
884,Peake v. Sanders,885,"notice, miller, veterans, error, first"
885,Pearson v. Callahan,886,"police, officer, metzler, confidential, consent"
886,Pena-Rodriguez v. Colorado,887,"race, reporting, fisher, bias, jury"
887,Pennsylvania State Police v. Suders,888,"discharge, constructive, employer, bailey, employee"
888,Penry v. Johnson,889,"instruction, jury, penry, smith, inc"
889,Pepper v. United States,890,"judge, guidelines, sentence, parrish, mcleese"
890,Perdue v. Kenny A.,891,"cohen, rate, clement, judge, lodestar"
891,Perez v. Mortgage Bankers Assn.,892,"interpretation, interpretative, kneedler, agency, regulation"
892,Permanent Mission of India to United Nations v. City of New York,893,"property, lien, cardozo, howley, interest"
893,Perry v. Merit Systems Protection Bd.,894,"landau, fletcher, discrimination, board, civil"
894,Perry v. New Hampshire,895,"police, guerriero, process, due, witness"
895,Perry v. Perez,896,"plan, section, garza, clement, look"
896,"Petrella v. Metro-Goldwyn-Mayer, Inc.",897,"laches, limitations, copyright, years, equitable"
897,Peugh v. United States,898,"guidelines, reporting, sentence, feigin, range"
898,"PGA Tour, Inc. v. Martin",899,"farr, public, reardon, accommodation, rules"
899,Pharmaceutical Research and Mfrs. of America v. Concannon,900,"secretary, hagler, phillips, maine, program"
900,Philip Morris USA Inc. v. Williams,901,"instruction, shapiro, peck, oregon, supreme"
901,Philip Morris USA v. Williams,902,"harm, instruction, jury, frey, peck"
902,Pierce County v. Guillen,903,"hamilton, documents, mungia, clement, data"
903,Plains Commerce Bank v. Long Family Land _ Cattle Co.,904,"tribal, banker, jurisdiction, frederick, reservation"
904,Pleasant Grove City v. Summum,905,"speech, monument, harris, city, public"
905,Pliler v. Ford,906,"claims, stay, bassis, reporting, company1111"
906,"Pliva, Inc. v. Mensing",907,"fda, reporting, generic, bograd, obligation"
907,Plumhoff v. Rickard,908,"smith, car, officer, force, officers"
908,"Polar Tankers, Inc. v. City of Valdez",909,"tax, property, olson, rothfeld, tonnage"
909,Pollard v. E. I. duPont de Nemours _ Co.,910,"pay, front, relief, equitable, ripple"
910,POM Wonderful LLC v. Coca-Cola Co.,911,"fda, label, lanham, sullivan, juice"
911,Porter v. Nussle,912,"conditions, force, williams, excessive, blumenthal"
912,Postal Service v. Flamingo Industries (USA) Ltd.,913,"postal, service, krent, united, kneedler"
913,Postal Service v. Gregory,914,"brands, board, garre, inc, fourteenth"
914,Pottawattamie County v. McGhee,915,"prosecutor, trial, reporting, clement, sanders"
915,"Powerex Corp. v. Reliant Energy Services, Inc.",916,"jurisdiction, simon, remand, immunity, frederick"
916,PPL Corp. v. Commissioner,917,"tax, value, income, profits, clement"
917,"PPL Montana, LLC v. Montana",918,"river, garre, navigable, united, clement"
918,Prado Navarette v. California,919,"car, laurence, person, tip, somebody"
919,Premo v. Moore,920,"wax, defendant, plea, confession, kroger"
920,Preston v. Ferrer,921,"arbitration, california, labor, commissioner, schleimer"
921,Price v. Vincent,922,"judge, trial, michigan, 4th, floor"
922,Puckett v. United States,923,"isaacson, plea, agreement, judge, schertler"
923,Puerto Rico v. Franklin Cal. Tax-Free Trust,924,"chapter, rico, puerto, landau, provision"
924,Puerto Rico v. Sanchez Valle,925,"puerto, rico, landau, constitution, authority"
925,"Quanta Computer, Inc. v. LG Electronics, Inc.",926,"patent, phillips, sale, license, sell"
926,"RadLax Gateway Hotel, LLC v. Amalgamated Bank",927,"creditor, neff, property, bid, credit"
927,"Ragsdale v. Wolverine World Wide, Inc.",928,"employer, employee, weeks, fmla, secretary"
928,Rancho Palos Verdes v. Abrams,929,"action, waxman, damages, company1111, relief"
929,Randall v. Sorrell,930,"limits, bopp, vermont, expenditure, record"
930,"Ransom v. FIA Card Services, N. A.",931,"burke, standards, reporting, costs, ownership"
931,Rapanos v. United States,932,"water, wetlands, navigable, tributary, adjacent"
932,Rasul v. Bush,933,"gibbons, jurisdiction, company1111, united, eisentrager"
933,Ray Haluch Gravel Co. v. Central Pension Fund of Operating Engineers and Participating Employers,934,"fees, attorneys, feldman, himmelfarb, contract"
934,Raygor v. Regents of Univ. of Minn.,935,"bolter, rotenberg, limitations, claims, action"
935,Raymond,936,"plan, employee, erisa, holifield, troutman"
936,Raytheon Co. v. Hernandez,937,"montoya, policy, phillips, ninth, raytheon"
937,"Reed Elsevier, Inc. v. Muchnick",938,"jurisdictional, copyright, sims, merritt, jones"
938,Reed v. Town of Gilbert,939,"signs, sign, savrin, cortman, speech"
939,Regalado Cuellar v. United States,940,"money, beard, schertler, transportation, conceal"
940,Rehberg v. Paulk,941,"grand, jury, pincus, witness, testimony"
941,Reichle v. Howards,942,"lane, amendment, service, secret, cause"
942,Renico v. Lett,943,"mcgormley, mccowan, trial, judge, discretion"
943,"Rent-A-Center, West, Inc. v. Jackson",944,"agreement, silverberg, arbitrator, unconscionability, friedman"
944,Republic of Argentina v. NML Capital Ltd.,945,"property, olson, discovery, foreign, execution"
945,Republic of Austria v. Altmann,946,"foreign, sovereign, schoenberg, inc, immunity"
946,Republic of Iraq v. Beaty,947,"president, iraq, goldstein, foreign, inapplicable"
947,Republic of Philippines v. Pimentel,948,"assets, philippines, republic, judgment, philippine"
948,Republican Party of Minn. v. White,949,"bopp, gilbert, judge, candidate, minnesota"
949,Reynolds v. United States,950,"attorney, sorna, cain, sherry, register"
950,Rhines v. Weber,951,"claims, stay, long, company1111, petitioner"
951,Ricci v. DeStefano,952,"test, coleman, impact, basis, disparate"
952,Rice v. Collins,953,"judge, lockyer, drozdowski, juror, prosecutor"
953,Richlin Security Service Co. v. Chertoff,954,"fees, reporting, yang, attorney, wolfman"
954,"Riegel v. Medtronic, Inc.",955,"fda, manufacturer, device, design, preemption"
955,Riley v. California,956,"phone, police, dumont, person, warrant"
956,Riley v. Kennedy,957,"newsom, alabama, effect, karlan, election"
957,Ring v. Arizona,958,"jury, death, amendment, apprendi, arizona"
958,Rita v. United States,959,"guidelines, judge, sentence, cochran, dreeben"
959,"RJR Nabisco, Inc. v. European Community",960,"foreign, rico, united, frederick, katsas"
960,Robers v. United States,961,"property, harrington, green, value, house"
961,"Roberts v. Sea-Land Services, Inc.",962,"award, gillelan, compensation, employer, maximum"
962,Robertson v. United States ex rel. Watson,963,"long, united, private, frankfurt, criminal"
963,Rockwell International Corp. v. United States,964,"relator, pondcrete, mahoney, rockwell, stone"
964,Rodriguez v. United States,965,"dog, traffic, sniff, anders, officer"
965,Roell v. Withrow,966,"consent, eskow, magistrate, judge, parties"
966,Rogers v. Tennessee,967,"moore, post, facto, supreme, change"
967,Rompilla v. Beard,968,"nolas, page, counsel, company1111, zapp"
968,Roper v. Simmons,969,"layton, company1111, age, jury, line"
969,Roper v. Weaver,970,"blume, spillars, prosecutor, penalty, death"
970,Rosales-Mireles v. United States,971,"error, heritage, corporation, ellis, davidson"
971,Rosemond v. United States,972,"gun, elwood, crime, intent, facilitate"
972,Ross v. Blake,973,"reporting, available, arp, iiu, bernhardt"
973,Rothgery v. Gillespie County,974,"counsel, spinelli, coleman, texas, trial"
974,Rousey v. Jocaway,975,"karlan, ira, money, mckiever, plan"
975,Rowe v. New Hampshire Motor Transp. Assn.,976,"stern, tobacco, maine, service, carrier"
976,Rubin v. Islamic Republic of Iran,977,"property, heritage, perlin, corporation, section"
977,"Rumsfeld v. Forum for Academic and Institutional Rights, Inc.",978,"rosenkranz, clement, military, company1111, speech"
978,Rumsfeld v. Padilla,979,"company1111, martinez, clement, jurisdiction, war"
979,"Rush Prudential HMO, Inc. v. Moran",980,"plan, remedy, insurance, albers, life"
980,Ryan v. Valencia Gonzales,981,"marquez, horne, months, oconnell, client"
981,S. D. Warren Co. v. Maine Bd. of Environmental Protection,982,"water, discharge, kayatta, river, rowe"
982,Sabri v. United States,983,"dreeben, birrell, inc, commerce, clause"
983,Sackett v. EPA,984,"order, compliance, stewart, epa, schiff"
984,Safeco Ins. Co. of America v. Burr,985,"shorr, mahoney, credit, increase, standard"
985,Safford Unified School Dist. #1 v. Redding,986,"wright, search, wolf, school, student"
986,Salazar v. Buono,987,"injunction, memorial, cross, kagan, eliasberg"
987,Salazar v. Ramah Navajo Chapter,988,"freeman, phillips, contract, ferris, money"
988,Salinas v. Texas,989,"answer, police, curry, want, defendant"
989,Salman v. United States,990,"information, dreeben, insider, shapiro, dirks"
990,Samantar v. Yousuf,991,"immunity, foreign, reporting, dvoretzky, sovereign"
991,Samson v. California,992,"long, search, parole, california, amendment"
992,"Samsung Electronics Co., v. Apple Inc.",993,"article, design, manufacture, jury, profits"
993,"San Remo Hotel, L. P. v. City and County of San Francisco",994,"utrecht, preclusion, company1111, california, county"
994,Sanchez-Llamas v. Oregon,995,"treaty, rights, gartlan, stancil, counsel"
995,Sandifer v. United States Steel Corp.,996,"clothes, schnapper, things, agreement, work"
996,Sandoz Inc. v. Amgen Inc.,997,"maynard, notice, fda, waxman, patent"
997,SAS Institute Inc. v. Matal,998,"board, castanias, claims, heritage, corporation"
998,Sattazahn v. Pennsylvania,999,"jury, life, pennsylvania, sentence, dunham"
999,Saucier v. Katz,1000,"jury, immunity, clement, officer, force"
1000,"SCA Hygiene Products Aktiebolag v. First Quality Baby Products, LLC",1001,"patent, laches, damages, black, equity"
1001,Scarborough v. Principi,1002,"wolfman, inc, fee, application, position"
1002,Schaffer v. Weast,1003,"burden, school, garre, parents, company1111"
1003,"Scheidler v. National Organization for Women, Inc.",1004,"chemerinsky, violence, company1111, hobbs, untereiner"
1004,Schindler Elevator Corp. v. United States ex rel. Kirk,1005,"report, foia, documents, response, agency"
1005,Schriro v. Landrigan,1006,"cattani, waiver, verrilli, mitigation, landrigan"
1006,Schriro v. Summerlin,1007,"company1111, teague, substantive, todd, murray"
1007,Schuette v. BAMN,1008,"seattle, race, bursch, racial, rosenbaum"
1008,Schwab v. Reilly,1009,"trustee, debtor, property, value, brunstad"
1009,Schwarzenegger v. Entertainment Merchants Assn.,1010,"morazzini, reporting, video, games, minors"
1010,Schwarzenegger v. Plata,1011,"specter, phillips, receiver, years, order"
1011,Scott v. Harris,1012,"jones, savrin, scott, garner, harris"
1012,Sebelius v. Auburn Regional Medical Center,1013,"roth, equitable, secretary, kneedler, agency"
1013,Sebelius v. Cloer,1014,"page, petition, horwich, fees, fishman"
1014,"Sebelius v. Hobby Lobby Stores, Inc.",1015,"verrilli, clement, religious, rfra, interest"
1015,SEC v. Edwards,1016,"investment, wolensky, return, contract, inc"
1016,SEC v. Zandford,1017,"goldblatt, broker, sale, sec, securities"
1017,Sekhar v. United States,1018,"property, harrington, clement, extortion, new"
1018,Seling v. Young,1019,"hart, boruchowitz, civil, treatment, hendrix"
1019,Sell v. United States,1020,"short, dreeben, trial, floor, order"
1020,Semtek International Inc. v. Lockheed Martin Corp.,1021,"gottesman, california, inc, fourteenth, depo"
1021,"Sereboff v. Mid Atlantic Medical Services, Inc.",1022,"equitable, plan, stris, contract, equity"
1022,Sessions v. Dimaya,1023,"kneedler, heritage, reporting, crime, corporation"
1023,Setser v. United States,1024,"sentence, judge, bureau, prisons, young"
1024,"Shady Grove Orthopedic Associates, P.A. v. Allstate Ins. Co.",1025,"action, class, new, york, landau"
1025,Shafer v. South Carolina,1026,"jury, simmons, zelenka, dangerousness, carolina"
1026,Shapiro v. McManus,1027,"judge, single, required, judges, goosby"
1027,Shaw v. Murphy,1028,"prison, renz, ohler, inmate, legal"
1028,Shaw v. United States,1029,"bank, bell, intent, property, deceive"
1029,Shelby County v. Holder,1030,"section, formula, verrilli, problem, alabama"
1030,Shepard v. United States,1031,"thompson, police, look, elwood, guilty"
1031,Sheriff v. Gillie,1032,"attorney, special, counsel, office, murphy"
1032,Simmons v. Himmelreich,1033,"judgment, apply, martinez, ftca, bar"
1033,Sinochem Int_l Co. v. Malaysia Int_l Shipping Corp.,1034,"forum, jurisdiction, non, conveniens, personal"
1034,Skilling v. United States,1035,"reporting, srinivasan, voir, dreeben, dire"
1035,Skinner v. Switzer,1036,"habeas, reporting, coleman, dna, heck"
1036,Small v. United States,1037,"millett, boas, company1111, foreign, stevens"
1037,Smith v. Bayer Corp.,1038,"class, west, virginia, monahan, beck"
1038,Smith v. Cain,1039,"statements, reporting, boatner, brady, shanmugam"
1039,Smith v. City of Jackson,1040,"age, goldstein, company1111, impact, reasonable"
1040,Smith v. Doe,1041,"thompson, information, dangerous, person, punishment"
1041,Smith v. Massachusetts,1042,"judge, nathanson, trial, jury, neaves"
1042,Smith v. Spisak,1043,"benza, jury, cordray, supreme, mills"
1043,Smith v. Texas,1044,"error, steiker, cruz, harmless, standard"
1044,Smith v. United States,1045,"conspiracy, limitations, defendant, harrington, burden"
1045,Snyder v. Louisiana,1046,"boudreaux, bright, back, prosecutor, brooks"
1046,Snyder v. Phelps,1047,"phelps, summers, public, funeral, signs"
1047,Sole v. Wyner,1048,"preliminary, injunction, galanter, fees, seitz"
1048,Solid Waste Agency of No. Cook Cty. v. Army Corps of Engineers,1049,"waters, navigable, wallace, commerce, water"
1049,Sorrell v. IMS Health Inc.,1050,"information, goldstein, doctors, use, drug"
1050,Sossamon v. Texas,1051,"relief, appropriate, damages, clear, clause"
1051,South Carolina v. North Carolina,1052,"carolina, water, north, special, master"
1052,"South Dakota v. Wayfair, Inc.",1053,"heritage, corporation, quill, jackley, tax"
1053,South Fla. Water Management Dist. v. Miccosukee Tribe,1054,"water, navigable, bishop, inc, waters"
1054,Southern Union Co. v. United States,1055,"jury, phillips, dreeben, judge, fine"
1055,Spector v. Norwegian Cruise Line Ltd.,1056,"united, ship, ships, goldstein, ada"
1056,"Spokeo, Inc. v. Robins",1057,"pincus, consovoy, injury, harm, kagan"
1057,Sprietsma v. Mercury Marine,1058,"guard, coast, propeller, common, well"
1058,"Sprint Communications Co. v. APCC Services, Inc.",1059,"phillips, article, iii, action, assignee"
1059,"Sprint Communications, Inc. v. Jacobs",1060,"lynch, younger, agency, sprint, simeone"
1060,SprintUnited Management Co. v. Mendelsohn,1061,"cane, egan, trial, garre, relevant"
1061,Standard Fire Ins. Co. v. Knowles,1062,"class, amount, boutrous, claims, frederick"
1062,"Star Athletica, L.L.C. v. Varsity Brands, Inc.",1063,"design, copyright, bursch, look, article"
1063,"State Farm Fire _ Casualty Co. v. United States, ex rel. Rigsby",1064,"seal, sullivan, harm, dismissal, violation"
1064,State Farm Mut. Automobile Ins. Co. v. Campbell,1065,"birnbaum, tribe, utah, farm, conduct"
1065,Staub v. Proctor Hospital,1066,"employer, davis, factor, decision, action"
1066,Stern v. Marshall,1067,"bankruptcy, richland, iii, article, englert"
1067,Stewart v. Dutra Constr. Co.,1068,"vessel, navigation, reporting, company1111, jones"
1068,Stogner v. California,1069,"post, reporting, facto, limitations, floor"
1069,Stokeling v. United States,1070,"force, robbery, liu, heritage, corporation"
1070,Stolt-Nielsen S.A. v. AnimalFeeds Int’l. Corp.,1071,"contract, waxman, pillard, arbitration, class"
1071,"Stoneridge Investment Partners, LLC v. Scientific-Atlanta, Inc., ET AL",1072,"grossman, deceptive, charter, souter, reliance"
1072,"Stop the Beach Renourishment, Inc. v. Florida Dept. of Environmental Protection",1073,"property, safriet, florida, makar, beach"
1073,Sturgeon v. Frost,1074,"park, lands, kovner, service, waters"
1074,Sullivan v. Florida,1075,"stevenson, florida, makar, life, sentence"
1075,Summers v. Earth Island Institute,1076,"kneedler, challenge, kenna, regulation, project"
1076,"Supap Kirtsaeng v. John Wiley _ Sons, Inc.",1077,"fees, rosenkranz, second, smith, position"
1077,Susan B. Anthony List v. Driehaus,1078,"murphy, speech, commission, probable, cause"
1078,Sveen v. Melin,1079,"divorce, heritage, unikowsky, corporation, contract"
1079,Swierkiewicz v. Sorema N. A.,1080,"complaint, brody, goodman, plaintiff, facts"
1080,Sykes v. United States,1081,"marsh, risk, wall, offense, violent"
1081,"Syngenta Crop Protection, Inc. v. Henson",1082,"alsobrook, writs, reporting, injunction, jurisdiction"
1082,"T-Mobile South, LLC v. City of Roswell",1083,"reasons, minutes, fisher, decision, carothers"
1083,"Tahoe-Sierra Pres. Council, Inc. v. Tahoe Reg. Planning Agency",1084,"berger, property, use, temporary, moratorium"
1084,"Talk America, Inc. v. Michigan Bell Telephone Co.",1085,"interconnection, angstreich, facilities, bursch, entrance"
1085,"Taniguchi v. Kan Pacific Saipan, Ltd.",1086,"translation, interpreter, himmelfarb, document, interpreters"
1086,Tapia v. United States,1087,"judge, rehabilitation, sentence, prison, imprisonment"
1087,Tarrant Regional Water Dist. v. Herrmann,1088,"water, texas, blatt, reporting, compact"
1088,Taylor v. Sturgell,1089,"rosenbaum, reporting, taylor, herrick, hallwarddriemeier"
1089,Taylor v. United States,1090,"commerce, marijuana, yang, jones, interstate"
1090,TC Heartland LLC v. Kraft Foods Group Brands LLC,1091,"venue, jay, dabney, patent, fourco"
1091,"Tellabs, Inc. v. Makor Issues _ Rights, Ltd.",1092,"inference, reporting, strong, miller, phillips"
1092,Tenet v. Doe,1093,"burman, totten, company1111, clement, contract"
1093,Tennard v. Dretke,1094,"owen, inc, marshall, jury, penry"
1094,Tennessee Secondary School Athletic Assn. v. Brentwood Academy,1095,"blumstein, school, association, mahoney, well"
1095,Tennessee Student Assistance Corporation v. Hood,1096,"bankruptcy, brand, inc, gerson, adversary"
1096,Tennessee v. Lane,1097,"moore, constitutional, inc, clement, title"
1097,"Teva Pharmaceuticals USA, Inc. v. Sandoz, Inc.",1098,"patent, phillips, jay, factual, different"
1098,Texaco Inc. v. Dagher,1099,"venture, joint, price, alioto, equilon"
1099,"Texas Dept. of Housing and Community Affairs v. Inclusive Communities Project, Inc.",1100,"keller, disparate, impact, housing, verrilli"
1100,Texas v. Cobb,1101,"greenwood, police, amendment, coleman, sixth"
1101,Texas v. New Mexico,1102,"united, compact, new, water, heritage"
1102,The Boeing Co. v. United States,1103,"geller, income, jones, disc, well"
1103,Thomas v. Chicago Park Dist.,1104,"wilson, permit, park, first, strauss"
1104,"Thompson v. North American Stainless, LP",1105,"person, latherow, schnapper, action, thompson"
1105,Thompson v. Western States Medical Center,1106,"hoffman, kneedler, drug, new, advertising"
1106,Thornton v. United States,1107,"car, belton, search, police, officer"
1107,Tibbals v. Carter,1108,"michelman, stay, petitioner, claims, standard"
1108,Tibble v. Edison Int_l,1109,"duty, fund, frederick, funds, ninth"
1109,Till v. SCS Credit Corp.,1110,"rate, brunstad, bankruptcy, inc, chapter"
1110,Timothy Mark Cameron Abbott v. Jacquelyn Vaye Abbott,1111,"child, custody, convention, rights, hays"
1111,Tolentino v. New York,1112,"schwarz, records, name, halligan, car"
1112,Torres v. Lynch,1113,"guadagno, provision, element, goldenberg, offenses"
1113,Tory v. Cochran,1114,"injunction, chemerinsky, cole, cochran, speech"
1114,"Town of Chester v. Laroe Estates, Inc.",1115,"article, intervenor, dvoretzky, iii, defendant"
1115,Town of Greece v. Galloway,1116,"laycock, hungar, town, legislative, prayers"
1116,"Toyota Motor Mfg., Ky., Inc. v. Williams",1117,"manual, tasks, page, rosenbaum, life"
1117,"TrafFix Devices, Inc. v. Marketing Displays, Inc",1118,"patent, artz, trade, dress, functionality"
1118,Travelers Casualty _ Surety Co. of America v. Pacific Gas _ Elec. Co.,1119,"fees, attorneys, bankruptcy, reporting, rosenkranz"
1119,Travelers Indemnity Co. v. Bailey,1120,"bankruptcy, order, ostrager, manville, jurisdiction"
1120,Trevino v. Thaler,1121,"appeal, texas, direct, page, oldham"
1121,"Trinity Lutheran Church of Columbia, Inc. v. Comer",1122,"church, layton, religious, cortman, money"
1122,Trump v. Hawaii,1123,"francisco, heritage, president, corporation, katyal"
1123,TRW Inc. v. Andrews,1124,"reporting, credit, inc, injury, discovery"
1124,Tuan Anh v. INS,1125,"citizenship, davis, kneedler, child, born"
1125,Turner v. Rogers,1126,"counsel, waxman, bibas, process, contempt"
1126,Turner v. United States,1127,"jury, crime, mcmillan, group, williams"
1127,Tyler v. Cain,1128,"cage, sullivan, retroactive, inc, fourteenth"
1128,"Tyson Foods, Inc. v. Bouaphakeo",1129,"phillips, class, frederick, jury, clemens"
1129,"U. S. Bank Nat. Assn. v. Village at Lakeridge, LLC",1130,"heritage, corporation, arm, test, cross"
1130,Union Pacific R. Co. v. Locomotive Engineers and Trainmen Gen. Comm. of Adjustment,1131,"board, reporting, ballenger, geoghegan, rules"
1131,Unite Here Local 355 v. Mulhall,1132,"union, messenger, employer, mccracken, agreement"
1132,"United Dominion Industries, Inc. v. United States",1133,"loss, jones, product, liability, separate"
1133,"United Haulers Assn., Inc. v. Oneida-Herkimer Solid Waste Management Authority",1134,"tager, commerce, cahill, clause, private"
1134,United States v. Alvarez,1135,"libby, verrilli, harm, medal, false"
1135,"United States v. American Library Assn., Inc.",1136,"library, smith, olson, public, 4th"
1136,United States v. Apel,1137,"military, chemerinsky, horwich, easement, road"
